PATRIC ID	RefSeq Locus Tag	Product
fig|208963.12.peg.353	PA14_04290	Alkaline phosphatase isozyme conversion protein precursor (EC 3.4.11.-)
fig|208963.12.peg.354	PA14_04300	UPF0339 protein YegP
fig|208963.12.peg.355	PA14_04310	Ribose 5-phosphate isomerase A (EC 5.3.1.6)
fig|208963.12.peg.356	PA14_04320	Threonine dehydratase biosynthetic (EC 4.3.1.19)
fig|208963.12.peg.357	PA14_04330	Predicted integral membrane protein
fig|208963.12.peg.358	PA14_04340	Predicted nucleoside-diphosphate-sugar epimerases
fig|208963.12.peg.359	PA14_04350	Predicted integral membrane protein
fig|208963.12.peg.360	PA14_04370	Probable MFS transporter
fig|208963.12.peg.361	PA14_04380	Phosphoserine phosphatase (EC 3.1.3.3)
fig|208963.12.peg.362	PA14_04390	Adenosine (5')-pentaphospho-(5'')-adenosine pyrophosphohydrolase (EC 3.6.1.-)
fig|208963.12.peg.363	PA14_04410	"FIG001592: Phosphocarrier protein kinase/phosphorylase, nitrogen regulation associated"
fig|208963.12.peg.364	PA14_04420	hypothetical protein
fig|208963.12.peg.365	PA14_04430	COG3332
fig|208963.12.peg.366	PA14_04440	Protein of unknown function DUF81
fig|208963.12.peg.367	PA14_04460	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)
fig|208963.12.peg.368	PA14_04480	Thymidylate synthase (EC 2.1.1.45)
fig|208963.12.peg.369	PA14_04490	SAM-dependent methyltransferases
fig|208963.12.peg.370	PA14_04510	probable integral membrane protein NMA1898
fig|208963.12.peg.371	PA14_04520	probable integral membrane protein NMA1899
fig|208963.12.peg.372	PA14_04530	hypothetical protein
fig|208963.12.peg.373	PA14_04550	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)
fig|208963.12.peg.374	PA14_04560	hypothetical protein
fig|208963.12.peg.375	PA14_04570	hypothetical protein
fig|208963.12.peg.376	PA14_04580	Dihydrofolate reductase (EC 1.5.1.3)
fig|208963.12.peg.377	PA14_04590	Putative phosphoesterase
fig|208963.12.peg.378	PA14_04610	Uracil-xanthine permease
fig|208963.12.peg.379		FIG00958475: hypothetical protein
fig|208963.12.peg.380	PA14_04630	Dihydroxy-acid dehydratase (EC 4.2.1.9)
fig|208963.12.peg.381	PA14_04640	23S rRNA (cytosine(1962)-C(5))-methyltransferase (EC 2.1.1.191)
fig|208963.12.peg.382	PA14_04650	ThiJ/PfpI family protein
fig|208963.12.peg.383	PA14_04660	Predicted signal transduction protein
fig|208963.12.peg.384	PA14_04670	Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)
fig|208963.12.peg.385	PA14_04680	1-acyl-sn-glycerol-3-phosphate acyltransferase
fig|208963.12.peg.386	PA14_04690	Cation/multidrug efflux pump
fig|208963.12.peg.387	PA14_04700	"FOG: TPR repeat, SEL1 subfamily"
fig|208963.12.peg.388	PA14_04710	hypothetical protein
fig|208963.12.peg.389	PA14_04730	Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)
fig|208963.12.peg.390	PA14_04750	Uncharacterized ferredoxin-like protein YfhL
fig|208963.12.peg.391	PA14_04760	Phosphopantetheine adenylyltransferase (EC 2.7.7.3)
fig|208963.12.peg.392	PA14_04780	"FIG022869: Oxidoreductase, GMC family"
fig|208963.12.peg.393	PA14_04790	FIG028932: hypothetical protein
fig|208963.12.peg.394	PA14_04810	Aldehyde dehydrogenase (EC 1.2.1.3); Probable coniferyl aldehyde dehydrogenase (EC 1.2.1.68)
fig|208963.12.peg.395	PA14_04820	"Transcriptional regulator, AcrR family"
fig|208963.12.peg.396	PA14_04830	hypothetical protein
fig|208963.12.peg.397	PA14_04840	"Hydrolase, alpha/beta fold family functionally coupled to Phosphoribulokinase"
fig|208963.12.peg.398	PA14_04850	hypothetical protein
fig|208963.12.peg.399	PA14_04860	16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)
fig|208963.12.peg.400	PA14_04870	FIG015287: Zinc protease
fig|208963.12.peg.401	PA14_04890	"FIG015547: peptidase, M16 family"
fig|208963.12.peg.402	PA14_04900	Signal recognition particle receptor FtsY
fig|208963.12.peg.403	PA14_04910	"Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)"
fig|208963.12.peg.404	PA14_04920	Cell division protein FtsX
fig|208963.12.peg.405	PA14_04930	RNA polymerase sigma factor RpoH
fig|208963.12.peg.406	PA14_04940	hypothetical protein
fig|208963.12.peg.407	PA14_04950	Monofunctional biosynthetic peptidoglycan transglycosylase (EC 2.4.2.-)
fig|208963.12.peg.408	PA14_04960	FIG173184: hypothetical protein
fig|208963.12.peg.409	PA14_04970	Sulfur carrier protein ThiS
fig|208963.12.peg.410	PA14_04980	Thiazole synthase (EC 2.8.1.10)
fig|208963.12.peg.411	PA14_05000	tRNA (guanine46-N7-)-methyltransferase (EC 2.1.1.33)
fig|208963.12.peg.412	PA14_05010	hypothetical protein
fig|208963.12.peg.413	PA14_05020	hypothetical protein
fig|208963.12.peg.414	PA14_05030	Permeases of the major facilitator superfamily
fig|208963.12.peg.415	PA14_05040	"Radical SAM family enzyme, similar to coproporphyrinogen III oxidase, oxygen-independent, clustered with nucleoside-triphosphatase RdgB"
fig|208963.12.peg.416	PA14_05050	"Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)"
fig|208963.12.peg.417	PA14_05060	hypothetical protein
fig|208963.12.peg.418	PA14_05070	Methionine biosynthesis protein MetW
fig|208963.12.peg.419	PA14_05080	Homoserine O-acetyltransferase (EC 2.3.1.31)
fig|208963.12.peg.420	PA14_05110	hypothetical protein
fig|208963.12.peg.421	PA14_05120	FIG00958356: hypothetical protein
fig|208963.12.peg.422	PA14_05130	"Cell division integral membrane protein, YGGT family"
fig|208963.12.peg.423	PA14_05150	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)
fig|208963.12.peg.424	PA14_05160	"Hypothetical protein YggS, proline synthase co-transcribed bacterial homolog PROSC"
fig|208963.12.peg.425	PA14_05180	Twitching motility protein PilT
fig|208963.12.peg.426	PA14_05190	Twitching motility protein PilT
fig|208963.12.peg.427	PA14_05200	Cobalt-zinc-cadmium resistance protein CzcD
fig|208963.12.peg.428	PA14_05210	hypothetical protein
fig|208963.12.peg.429	PA14_05220	Cystathionine beta-synthase (EC 4.2.1.22)
fig|208963.12.peg.430	PA14_05230	Cystathionine gamma-lyase (EC 4.4.1.1)
fig|208963.12.peg.431	PA14_05250	Dihydroorotase (EC 3.5.2.3)
fig|208963.12.peg.432	PA14_05260	Aspartate carbamoyltransferase (EC 2.1.3.2)
fig|208963.12.peg.433	PA14_05270	Uracil phosphoribosyltransferase (EC 2.4.2.9) / Pyrimidine operon regulatory protein PyrR
fig|208963.12.peg.434	PA14_05280	Putative Holliday junction resolvase YqgF
fig|208963.12.peg.435	PA14_05290	UPF0301 protein YqgE
fig|208963.12.peg.436	PA14_05300	TonB protein
fig|208963.12.peg.437	PA14_05310	Glutathione synthetase (EC 6.3.2.3)
fig|208963.12.peg.438	PA14_05320	twitching motility protein PilG
fig|208963.12.peg.439	PA14_05330	twitching motility protein PilH
fig|208963.12.peg.440	PA14_05340	type IV pili signal transduction protein PilI
fig|208963.12.peg.441	PA14_05360	twitching motility protein PilJ
fig|208963.12.peg.442	PA14_05380	Chemotaxis protein methyltransferase CheR (EC 2.1.1.80)
fig|208963.12.peg.443	PA14_05390	still frameshift probable component of chemotactic signal transduction system
fig|208963.12.peg.444	PA14_05400	Chemotaxis response regulator protein-glutamate methylesterase CheB (EC 3.1.1.61)
fig|208963.12.peg.445	PA14_05410	probable chemotaxis protein
fig|208963.12.peg.446	PA14_05420	"Transcriptional regulator, AraC family"
fig|208963.12.peg.447	PA14_05430	probable chemotaxis protein
fig|208963.12.peg.448	PA14_05440	hypothetical protein
fig|208963.12.peg.449	PA14_05450	16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)
fig|208963.12.peg.450	PA14_05460	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)
fig|208963.12.peg.451		FIG00960086: hypothetical protein
fig|208963.12.peg.452	PA14_05480	Amine oxidase [flavin-containing] A (EC 1.4.3.4)
fig|208963.12.peg.453	PA14_05500	Cytochrome b561 homolog 2
fig|208963.12.peg.454	PA14_05510	Protein yceI precursor
fig|208963.12.peg.455	PA14_05520	Transcriptional regulator MexR
fig|208963.12.peg.456	PA14_05530	Multidrug resistance RND efflux system membrane fusion protein MexA
fig|208963.12.peg.457	PA14_05540	Multidrug resistance RND efflux system inner membrane transporter MexB
fig|208963.12.peg.458	PA14_05550	Multidrug resistance RND efflux system outer membrane lipoprotein OprM
fig|208963.12.peg.459	PA14_05560	ATP-dependent RNA helicase RhlE
fig|208963.12.peg.460	PA14_05580	hypothetical protein
fig|208963.12.peg.461	PA14_05590	"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)"
fig|208963.12.peg.462	PA14_05600	Guanosine polyphosphate pyrophosphohydrolases/synthetases
fig|208963.12.peg.463	PA14_05620	Adenosylhomocysteinase (EC 3.3.1.1)
fig|208963.12.peg.464		ChaX protein
fig|208963.12.peg.465	PA14_05630	hypothetical protein
fig|208963.12.peg.466	PA14_05640	Outer membrane vitamin B12 receptor BtuB
fig|208963.12.peg.467	PA14_05650	Optional hypothetical component of the B12 transporter BtuN
fig|208963.12.peg.468	PA14_05660	Transcriptional regulator RutR of pyrimidine catabolism (TetR family)
fig|208963.12.peg.469	PA14_05690	Cytosine deaminase (EC 3.5.4.1)
fig|208963.12.peg.470	PA14_05700	Cytosine permease
fig|208963.12.peg.471		FIG00961874: hypothetical protein
fig|208963.12.peg.472	PA14_05740	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA (EC 1.3.1.1)
fig|208963.12.peg.473	PA14_05750	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT (EC 1.3.1.1)
fig|208963.12.peg.474	PA14_05770	Dihydropyrimidinase (EC 3.5.2.2) @ D-hydantoinase (EC 3.5.2.2)
fig|208963.12.peg.475		FIG00959622: hypothetical protein
fig|208963.12.peg.476	PA14_05790	Cytosine/purine/uracil/thiamine/allantoin permease family protein
fig|208963.12.peg.477	PA14_05810	Beta-ureidopropionase (EC 3.5.1.6)
fig|208963.12.peg.478	PA14_05820	Uncharacterized protein PA0446
fig|208963.12.peg.479	PA14_05840	Glutaryl-CoA dehydrogenase (EC 1.3.99.7)
fig|208963.12.peg.480	PA14_05850	"Transcriptional regulator, LysR family"
fig|208963.12.peg.481	PA14_05860	cytosolic long-chain acyl-CoA thioester hydrolase family protein
fig|208963.12.peg.482	PA14_05870	Low-affinity inorganic phosphate transporter
fig|208963.12.peg.483	PA14_05880	Putative membrane-bound ClpP-class protease associated with aq_911
fig|208963.12.peg.484	PA14_05890	Putative stomatin/prohibitin-family membrane protease subunit aq_911
fig|208963.12.peg.485	PA14_05910	"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain"
fig|208963.12.peg.486	PA14_05920	hypothetical protein
fig|208963.12.peg.487	PA14_05950	ATP-dependent 23S rRNA helicase DbpA
fig|208963.12.peg.488	PA14_05960	Cold shock protein CspE
fig|208963.12.peg.489	PA14_05970	hypothetical protein
fig|208963.12.peg.490	PA14_05990	Permeases of the major facilitator superfamily
fig|208963.12.peg.491	PA14_06000	ATP-dependent Clp protease ATP-binding subunit ClpA
fig|208963.12.peg.492	PA14_06010	hypothetical protein
fig|208963.12.peg.493	PA14_06030	Probable acyltransferase YihG
fig|208963.12.peg.494	PA14_06040	hypothetical protein
fig|208963.12.peg.495	PA14_06060	Response regulator CreB of two-component signal transduction system CreBC
fig|208963.12.peg.496	PA14_06070	Sensory histidine kinase CreC of two-component signal transduction system CreBC
fig|208963.12.peg.497	PA14_06080	Inner membrane protein CreD
fig|208963.12.peg.498	PA14_06090	Ribosomal protein S16
fig|208963.12.peg.499		FIG00955298: hypothetical protein
fig|208963.12.peg.500	PA14_06120	Glutathione S-transferase family protein
fig|208963.12.peg.501	PA14_06130	Streptogramin lyase
fig|208963.12.peg.502	PA14_06150	hypothetical protein
fig|208963.12.peg.503		FIG00956456: hypothetical protein
fig|208963.12.peg.504	PA14_06160	"Ferrichrome-iron receptor @ Ferric siderophore receptor, TonB dependent"
fig|208963.12.peg.505	PA14_06170	Putative transmembrane sensor
fig|208963.12.peg.506	PA14_06180	"probable sigma-70 factor, ECF subfamily"
fig|208963.12.peg.507	PA14_06190	Glutathione S-transferase family protein
fig|208963.12.peg.508	PA14_06200	"Uncharacterized protein, possibly involved in aromatic compounds catabolism"
fig|208963.12.peg.509	PA14_06210	"Transcriptional regulator, AcrR family"
fig|208963.12.peg.510	PA14_06230	Hydantoin permease
fig|208963.12.peg.511	PA14_06240	Transcriptional regulator
fig|208963.12.peg.512	PA14_06250	GCN5-related N-acetyltransferase (EC 2.3.1.57)
fig|208963.12.peg.513	PA14_06260	Transcriptional regulator
fig|208963.12.peg.514	PA14_06270	Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24)
fig|208963.12.peg.515	PA14_06280	hypothetical protein
fig|208963.12.peg.516	PA14_06290	Malate synthase G (EC 2.3.3.9)
fig|208963.12.peg.517	PA14_06300	Histone acetyltransferase HPA2 and related acetyltransferases
fig|208963.12.peg.518	PA14_06310	Glycine cleavage system transcriptional antiactivator GcvR
fig|208963.12.peg.519	PA14_06320	Chloramphenicol-sensitive protein RarD
fig|208963.12.peg.520	PA14_06330	"YihE protein, required for LPS synthesis"
fig|208963.12.peg.521	PA14_06340	DNA-binding domain of ModE / Molybdate-binding domain of ModE
fig|208963.12.peg.522	PA14_06350	Putative outer membrane lipoprotein
fig|208963.12.peg.523	PA14_06360	"Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy"
fig|208963.12.peg.524	PA14_06390	Permeases of the major facilitator superfamily
fig|208963.12.peg.525	PA14_06400	Transcriptional regulator
fig|208963.12.peg.526	PA14_06420	Lactam utilization protein LamB
fig|208963.12.peg.527	PA14_06430	Biotin carboxyl carrier protein
fig|208963.12.peg.528	PA14_06450	Biotin carboxylase (EC 6.3.4.14)
fig|208963.12.peg.529	PA14_06460	Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)
fig|208963.12.peg.530	PA14_06480	Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)
fig|208963.12.peg.531		FIG00959189: hypothetical protein
fig|208963.12.peg.532		FIG00956634: hypothetical protein
fig|208963.12.peg.533	PA14_06500	Biotin synthase (EC 2.8.1.6)
fig|208963.12.peg.534	PA14_06510	8-amino-7-oxononanoate synthase (EC 2.3.1.47)
fig|208963.12.peg.535	PA14_06530	Biotin synthesis protein BioH
fig|208963.12.peg.536	PA14_06540	Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197)
fig|208963.12.peg.537	PA14_06570	Dethiobiotin synthetase (EC 6.3.3.3)
fig|208963.12.peg.538	PA14_06580	hypothetical protein
fig|208963.12.peg.539		FIG00958202: hypothetical protein
fig|208963.12.peg.540	PA14_06600	3-methylmercaptopropionyl-CoA dehydrogenase (DmdC)
fig|208963.12.peg.541	PA14_06620	3-methylmercaptopropionyl-CoA dehydrogenase (DmdC)
fig|208963.12.peg.542		FIG00954109: hypothetical protein
fig|208963.12.peg.543	PA14_06640	3-methylmercaptopropionyl-CoA dehydrogenase (DmdC)
fig|208963.12.peg.544	PA14_06650	Nitrite reductase associated c-type cytochorome NirN
fig|208963.12.peg.545	PA14_06660	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)
fig|208963.12.peg.546	PA14_06670	Heme d1 biosynthesis protein NirJ
fig|208963.12.peg.547	PA14_06680	Heme d1 biosynthesis protein NirH
fig|208963.12.peg.548	PA14_06690	Heme d1 biosynthesis protein NirG
fig|208963.12.peg.549	PA14_06700	Heme d1 biosynthesis protein NirL
fig|208963.12.peg.550	PA14_06710	Heme d1 biosynthesis protein NirD
fig|208963.12.peg.551	PA14_06720	Heme d1 biosynthesis protein NirF
fig|208963.12.peg.552	PA14_06730	Cytochrome c55X precursor NirC
fig|208963.12.peg.553	PA14_06740	Cytochrome c551 NirM
fig|208963.12.peg.554	PA14_06750	Nitrite reductase (EC 1.7.2.1)
fig|208963.12.peg.555	PA14_06770	Nitric oxide reductase activation protein NorQ
fig|208963.12.peg.556	PA14_06790	Nitric oxide reductase activation protein NorE
fig|208963.12.peg.557	PA14_06800	Nitric oxide reductase activation protein NorF
fig|208963.12.peg.558	PA14_06810	Nitric-oxide reductase subunit C (EC 1.7.99.7)
fig|208963.12.peg.559	PA14_06830	Nitric-oxide reductase subunit B (EC 1.7.99.7)
fig|208963.12.peg.560	PA14_06840	Nitric oxide reductase activation protein NorD
fig|208963.12.peg.561	PA14_06860	hypothetical protein
fig|208963.12.peg.562	PA14_06870	Nitric oxide -responding transcriptional regulator NnrA (Crp/Fnr family)
fig|208963.12.peg.563	PA14_06880	Transcriptional regulator
fig|208963.12.peg.564	PA14_06890	hypothetical protein
fig|208963.12.peg.565	PA14_06900	FIG00956468: hypothetical protein
fig|208963.12.peg.566	PA14_06920	Acetylornithine aminotransferase (EC 2.6.1.11)
fig|208963.12.peg.567	PA14_06930	"Glutamine amidotransferase, class I"
fig|208963.12.peg.568	PA14_06940	hypothetical protein
fig|208963.12.peg.569	PA14_06950	"Sensory box transcriptional regulator, LuxR family"
fig|208963.12.peg.570		FIG00960964: hypothetical protein
fig|208963.12.peg.571	PA14_06960	Oxidoreductase
fig|208963.12.peg.572	PA14_06970	"Transcriptional regulator, Cro/CI family"
fig|208963.12.peg.573	PA14_06980	Beta-propeller domains of methanol dehydrogenase type
fig|208963.12.peg.574	PA14_06990	LemA family protein
fig|208963.12.peg.575	PA14_07000	"Periplasmic thiol:disulfide oxidoreductase DsbB, required for DsbA reoxidation"
fig|208963.12.peg.576	PA14_07010	Integral membrane protein
fig|208963.12.peg.577	PA14_07020	probable membrane protein NMA1176
fig|208963.12.peg.578	PA14_07030	Cytochrome c556
fig|208963.12.peg.579	PA14_07040	Protein yqjC precursor
fig|208963.12.peg.580	PA14_07050	hypothetical protein
fig|208963.12.peg.581	PA14_07060	Ser/Thr protein phosphatase family protein
fig|208963.12.peg.582	PA14_07070	Putative oxidoreductase
fig|208963.12.peg.583	PA14_07090	S-adenosylmethionine synthetase (EC 2.5.1.6)
fig|208963.12.peg.584	PA14_07110	"Transcriptional regulator, ArsR family / Methyltransferase fusion"
fig|208963.12.peg.585		hypothetical protein
fig|208963.12.peg.586	PA14_07130	Transketolase (EC 2.2.1.1)
fig|208963.12.peg.587	PA14_07140	hypothetical protein
fig|208963.12.peg.588	PA14_07150	Hydroxypyruvate isomerase (EC 5.3.1.22)
fig|208963.12.peg.589	PA14_07170	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase
fig|208963.12.peg.590	PA14_07190	Phosphoglycerate kinase (EC 2.7.2.3)
fig|208963.12.peg.591	PA14_07200	hypothetical protein
fig|208963.12.peg.592	PA14_07210	putative lipoprotein
fig|208963.12.peg.593	PA14_07230	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)
fig|208963.12.peg.594	PA14_07240	hypothetical protein
fig|208963.12.peg.595	PA14_07250	Ketosteroid isomerase homolog
fig|208963.12.peg.596	PA14_07260	SAM-dependent methyltransferases
fig|208963.12.peg.597	PA14_07280	NAD(FAD)-utilizing dehydrogenases
fig|208963.12.peg.598	PA14_07290	COG1451: Predicted metal-dependent hydrolase
fig|208963.12.peg.599	PA14_07300	hypothetical protein
fig|208963.12.peg.600	PA14_07310	Putative hydrolase
fig|208963.12.peg.601	PA14_07330	Integral membrane protein
fig|208963.12.peg.602	PA14_07340	"Transcriptional regulator, AraC family"
fig|208963.12.peg.603	PA14_07355	Carboxymuconolactone decarboxylase family protein
fig|208963.12.peg.604	PA14_07360	hypothetical protein
fig|208963.12.peg.605	PA14_07370	Stress induced hydrophobic peptide
fig|208963.12.peg.606	PA14_07380	hypothetical protein
fig|208963.12.peg.607	PA14_07400	hypothetical protein
fig|208963.12.peg.608	PA14_07410	hypothetical protein
fig|208963.12.peg.609	PA14_07420	hypothetical protein
fig|208963.12.peg.610	PA14_07430	hypothetical protein
fig|208963.12.peg.611	PA14_07440	hypothetical protein
fig|208963.12.peg.612	PA14_07450	"Fic domain protein, PA0574 type"
fig|208963.12.peg.613	PA14_07460	Shufflon-specific DNA recombinase
fig|208963.12.peg.614	PA14_07480	Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)
fig|208963.12.peg.615	PA14_07500	Sensory box/GGDEF family protein
